A	B	C	D	E	F	G
7.3	38	3.4	1997	-6.1	1.6	478
6.5	39	3.3	2000	-6.4	1.21	492
5.6	42	4.2	2000	-6.3	0.81	518
4.9	43	4.3	2000	-6.6	0.42	719
4.1	43	3.5	2000	-7.3	0.21	1111
3.2	45	3.7	2000	-7.6	0.02	716
2.7	45	3.3	2000	-8	0	543
2.3	40	3.3	2000	-9.9	0	494
2	37	2.7	2000	-11.1	0	460
1.8	37	2.3	2000	-11.3	0	294
1.6	39	2.3	2000	-10.8	0	240
1.5	40	2.8	2000	-10.6	0	223
1.4	40	2.9	2000	-10.7	0	147
1.3	40	2.1	2000	-10.8	0	82
1.3	39	2.3	2000	-11.1	0	70
1.3	40	2.3	2000	-10.8	0	80
1.4	42	1.7	2000	-10.1	0	209
1.4	43	1.5	2000	-9.8	0	605
1.6	42	1.8	2000	-9.9	0.13	1097
2.5	40	1.9	2000	-9.7	0.41	614
3.6	37	1.3	2000	-9.7	0.83	374
4.8	35	2.1	2000	-9.4	1.38	339
4.8	51	2.2	1715	-4.5	1.12	333
4	64	2	1834	-2.2	0.75	196
1.9	89	1.5	102	0.2	0.41	117
2.2	85	1.3	2000	0	0.41	184
2.4	79	1.9	1995	-0.8	0.37	241
2.5	78	2	2000	-0.9	0.25	319
2	77	1.3	2000	-1.6	0.07	615
2	81	0.7	2000	-0.9	0	402
1.7	85	1.3	396	-0.5	0	120
1.2	92	0.7	1474	0	0	231
1.2	87	0.9	1802	-0.7	0	320
1.5	86	1.2	1495	-0.5	0	226
1.6	86	1.7	1141	-0.4	0	243
1.6	85	2	952	-0.6	0	247
1.5	86	2.5	782	-0.5	0	173
1.3	87	1.7	822	-0.6	0	107
1.3	87	2.2	937	-0.6	0	75
1.1	88	0.9	927	-0.6	0	81
0.8	88	1	900	-0.9	0	212
0.6	85	1.5	1321	-1.6	0.01	600
1.1	79	1.7	1480	-2.1	0.36	1174
2.5	67	1.3	1472	-3	1.11	653
4.9	56	1.9	1480	-3.1	1.76	446
6.9	46	2.1	1541	-3.9	2.33	565
8.3	36	2.5	1665	-5.9	2.7	668
9.9	29	3.2	1641	-7.3	2.91	648
11.4	30	3.1	1672	-5.5	2.82	674
10.7	34	4.5	1850	-4.5	2.51	758
10.3	34	3.8	1850	-4.9	1.93	752
9.6	38	3.2	1606	-4	1.35	999
7.9	46	3.1	1057	-3	0.58	1495
6.2	54	1.8	883	-2.4	0.08	923
5.1	56	2	899	-2.9	0	739
4.5	62	2	826	-2.1	0	726
3.9	66	2.7	990	-1.8	0	621
3.4	69	1.1	895	-1.7	0	428
2.9	72	1.3	903	-1.6	0	335
2.5	75	1.5	786	-1.4	0	283
2.2	80	1.4	615	-0.8	0	216
1.9	81	1.1	525	-1	0	128
2	80	0.8	474	-1	0	92
2.2	79	0.8	553	-1	0	95
2.3	80	0.7	546	-0.8	0	243
2.5	79	1.4	536	-0.7	0.01	661
2.6	77	1.3	567	-1	0.21	1216
3.3	72	1.4	618	-1.2	0.61	664
5.4	64	1.6	637	-0.8	1.7	461
7.1	50	1.7	799	-2.6	2.24	584
9.3	37	2.3	940	-4.6	2.72	690
10.9	36	2.1	1073	-3.6	2.87	682
12.4	33	2.9	811	-3.4	2.71	758
12.1	30	3	1120	-4.9	2.41	849
12.2	24	2.8	1655	-7.8	1.98	901
11.2	27	3.5	1585	-7.1	1.19	1108
9.7	36	3.6	948	-4.6	0.37	1611
8.3	48	3	779	-2	0.06	932
6.7	48	2.6	774	-3.5	0	724
5.8	60	2.2	650	-1.3	0	676
5.3	63	1.8	591	-1.1	0	638
5	42	1.7	717	-6.8	0	422
4.7	46	1.7	746	-5.9	0	403
4.7	51	1.1	728	-4.5	0	360
5	50	1.7	669	-4.5	0	305
5	51	0.8	659	-4.3	0	197
5.1	54	1.2	550	-3.4	0	122
4.7	54	1.3	543	-3.8	0	82
4.2	50	0.6	633	-5.3	0	113
4	54	0.9	587	-4.4	0.01	198
4.5	49	0.4	580	-5.3	0.19	424
6.5	40	2.5	588	-6.1	0.69	456
7.2	43	1.5	559	-4.5	0.42	494
9	56	2	399	0.6	1.11	589
10.6	52	3.1	390	1.1	2.27	806
12.4	50	2.5	379	2.2	2.48	880
12.7	55	3.4	378	3.8	2.42	855
12.4	58	4.1	404	4.3	2.26	1025
12.3	61	3.4	359	4.9	1.82	947
11.1	66	4.2	367	4.9	1.18	916
9	76	3	288	4.9	0.45	736
7.7	80	2.8	234	4.4	0.05	521
7.1	83	3.3	203	4.4	0	513
6.7	84	2.8	193	4.1	0	487
6.5	85	2.3	167	4.1	0	460
6.4	85	2.3	155	4	0	354
6.4	84	1.4	171	3.8	0	372
6.4	82	1.2	186	3.5	0	267
6	82	1.3	198	3.1	0	195
5.5	83	0.9	186	2.8	0	139
5.3	82	1	200	2.4	0	90
5	83	0.7	200	2.3	0	60
4.6	84	0.7	193	2.1	0	71
4.7	82	1.3	198	1.8	0.02	137
5	79	1.1	203	1.6	0.23	225
6.3	73	1.3	218	1.8	0.79	331
8.4	65	1.8	229	2.1	1.67	359
10.7	56	2	261	2.2	2.27	466
12.7	45	1.3	321	1	2.63	626
14.6	38	1.9	315	0.4	2.75	784
16.1	37	2.4	315	1.3	2.62	882
16.7	38	3.1	265	2.2	2.27	960
16.5	39	3.1	366	2.4	1.91	1031
15.8	40	2.3	481	2.2	1.28	911
14.4	44	2.7	596	2.2	0.6	768
12.6	59	2.5	384	4.7	0.08	571
10.7	70	2.8	236	5.4	0	502
9.8	74	2.2	219	5.3	0	456
8.8	79	2	203	5.3	0	424
8	82	1.3	196	5.1	0	336
7.1	84	2.3	185	4.5	0	244
6.3	87	1.8	153	4.2	0	185
5.4	95	1.5	89	4.6	0	93
5.5	96	1.6	72	4.9	0	62
5.5	96	2	53	4.9	0	65
5.4	97	1.5	38	4.9	0	98
5.7	97	0.5	80	5.2	0	227
6	96	0.6	94	5.4	0	581
6.4	90	1.4	117	4.8	0.13	983
7.6	82	0.7	147	4.7	0.55	540
10	70	1	187	4.7	1.57	415
12.6	60	2.4	281	5	2.23	422
14.6	53	2.5	348	5.1	2.65	492
16	47	2.5	459	4.6	2.8	504
17.4	39	2.9	520	3.2	2.7	575
17.6	33	3.6	985	1.1	2.44	604
17.7	33	3.4	897	1.2	1.96	819
17.1	31	3.3	1075	-0.1	1.33	925
16	33	2.9	1138	-0.2	0.6	1477
14.3	37	3.1	1247	-0.2	0.1	1031
12.9	42	2.8	1047	0.2	0	835
11.6	54	1.5	693	2.5	0	798
10.7	58	1.4	600	2.7	0	662
9.8	62	0.6	535	2.8	0	447
9	68	1.1	426	3.3	0	380
8.7	70	0.9	398	3.5	0	278
8.3	70	0.8	394	3.1	0	163
8.1	71	0.9	378	3.1	0	127
7.8	70	0.3	395	2.6	0	95
8	63	0.8	439	1.3	0	110
8.1	66	0.6	415	2.1	0	231
8.5	67	0.7	475	2.7	0.02	705
9.3	62	0.6	519	2.3	0.25	1201
11.6	51	0.8	498	1.7	0.84	699
13.9	40	0.8	586	0.5	1.6	462
15.8	40	1.9	647	2.2	1.95	560
16.7	47	2.4	620	5.3	1.76	586
18.6	46	2.1	642	6.7	2.54	563
19.4	45	2	624	7.1	2.05	618
19.9	45	2.7	676	7.6	1.79	636
19.5	50	3.4	613	8.7	1.6	774
18.4	54	3.2	605	8.9	1.05	960
16.8	60	3.1	580	8.9	0.46	1521
15	67	2.6	452	8.9	0.07	1020
13.9	72	2.4	385	8.9	0	864
13.4	73	1.5	325	8.6	0	866
12.9	75	1.3	326	8.5	0	764
12.4	74	1.5	356	7.8	0	527
12	76	0.8	346	7.8	0	400
11.6	74	1.2	374	7.1	0	337
11.5	75	1.9	399	7.2	0	225
10.9	79	0.8	383	7.3	0	150
10.6	77	0.9	422	6.7	0	104
10.2	80	0.8	366	6.8	0	107
9.6	84	0.7	301	7	0	258
9.6	82	1.1	284	6.6	0.04	741
10.3	77	0.7	341	6.4	0.37	1353
12.4	66	1	546	6.2	0.91	723
14.7	62	2.9	684	7.4	1.59	494
15.6	60	3.7	817	7.8	1.44	588
16.5	57	3.8	881	7.9	1.55	629
17.5	54	3.1	1065	8	1.63	723
18.6	46	4.4	1664	6.7	2.14	698
18.2	45	4.1	1908	6	1.86	785
18.3	43	4.3	1931	5.4	1.3	943
17.6	45	4.2	1947	5.5	0.7	1221
17	53	3.1	1855	7.3	0.35	1839
16	60	2.8	1436	8.2	0.06	1288
15.2	65	2.2	988	8.6	0	1133
14.2	70	0.8	723	8.7	0	1035
13.6	73	2	644	8.8	0	907
13.5	74	1.2	603	8.9	0	614
13.4	77	1.5	537	9.4	0	466
13	81	1.9	484	9.8	0	390
12.9	83	1.6	369	10	0	254
12.7	80	0.4	384	9.3	0	170
12.8	81	0.2	418	9.6	0	109
12.7	83	0.8	392	9.8	0	106
12.6	83	0.5	332	9.7	0	274
12.8	82	0.6	370	9.7	0.01	781
13.3	80	1.2	369	9.9	0.14	1281
13.5	79	1.9	382	9.9	0.2	757
15	69	1.5	552	9.3	1.02	482
16.1	63	1.2	555	9	1.08	583
18.2	55	2.3	594	9	2.24	714
19.5	48	1.9	596	8.1	2.32	716
20.2	47	2.4	541	8.5	2.3	711
20.8	42	3.1	576	7.4	2.1	781
20.7	38	2.2	741	5.8	1.63	957
20.3	48	2.8	635	8.9	1.14	1194
19.1	47	2.4	942	7.5	0.57	1776
17.5	61	2.2	758	9.8	0.11	1260
15.6	64	2.7	686	8.8	0	1079
14.4	66	1.7	677	8.1	0	1046
13.3	71	2.1	581	8.1	0	949
12.7	75	1.6	475	8.3	0	614
11.8	78	0.6	438	8	0	490
11.4	77	0.7	466	7.5	0	401
10.8	72	0.4	639	5.9	0	261
10.3	68	0.7	887	4.6	0	184
9.9	67	1.1	820	4	0	115
10.4	62	1.8	911	3.4	0	117
10.3	70	1.2	555	5	0	284
10.5	70	1.1	483	5.2	0.04	747
11.5	60	1.6	550	3.9	0.42	1406
13.7	46	1.3	972	2.2	1.08	772
16	29	1.4	1708	-2	1.79	583
17.8	26	2.6	1822	-1.9	2.37	739
19.1	26	1.6	1704	-0.8	2.73	939
20.3	27	1.4	1464	0.6	2.87	860
21	28	2.8	1191	1.7	2.75	965
21.8	28	2.3	1162	2.4	2.4	1068
20.7	36	3.6	811	5	1.82	1156
19.4	45	2.9	778	7.1	1.13	1460
17.4	57	3.1	657	8.7	0.52	1935
15.2	60	3.2	1081	7.4	0.09	1268
14.3	63	2.6	936	7.3	0	1045
13.7	73	1.8	658	8.9	0	948
12.7	76	1.5	521	8.5	0	880
12.1	77	1.4	540	8.1	0	678
11.7	77	1.3	588	7.7	0	537
11.5	77	2	593	7.6	0	502
11	73	1.5	816	6.3	0	397
10.7	74	1.7	712	6.2	0	264
10.4	73	1.7	801	5.7	0	163
9.8	73	0.8	1098	5.1	0	108
9.4	75	0.9	1117	5.1	0	142
9.5	72	0.2	1017	4.6	0.04	264
10.4	65	0.8	979	4	0.41	489
12.6	57	0.9	859	4.2	0.98	642
14.7	53	0.9	831	5.2	1.59	618
16.7	45	1.9	1054	4.6	2.07	824
18.2	38	4.2	1189	3.6	2.41	1072
19.3	37	3	1257	4.2	2.53	1218
20.1	30	3	1554	1.9	2.57	1381
18.9	28	3.7	1769	0	2.09	1542
18	32	3	1836	1	1.03	1578
17.3	36	3.4	1722	2	0.8	1531
16.6	33	2.6	1867	0.2	0.48	1391
15.3	41	2	1751	2.1	0.08	1025
14	45	1.6	1729	2.2	0	972
13.3	48	1.6	1582	2.5	0	1010
12.8	52	1.5	1616	3.1	0	922
12.4	63	1.3	1201	5.5	0	655
12.1	70	0.8	1050	6.7	0	579
11.7	74	0.5	979	7.2	0	453
11.7	72	0.6	915	6.8	0	322
11.9	71	0.7	853	6.7	0	221
12.1	69	0.3	827	6.5	0	147
12.3	65	0.5	1085	5.8	0	96
12.4	61	0.4	1131	5	0	110
12.5	62	0.4	1003	5.4	0	169
12.9	64	1.5	778	6.2	0.06	342
13.5	66	1.8	934	7.2	0.16	485
14.7	61	2	945	7.2	0.64	566
16.7	55	2.1	1182	7.6	1.37	737
18	53	3.1	1350	8.2	1.53	926
17.9	60	2.2	1248	10	0.86	1156
17.5	67	2.1	832	11.2	0.42	1201
18.2	63	2.2	687	11	0.72	1349
18.2	69	3.2	625	12.4	0.87	1409
18	72	1.8	559	12.8	0.47	1362
17.7	75	2.1	519	13.2	0.12	1296
17.4	79	2.3	614	13.7	0.03	1066
17.1	80	1.5	480	13.6	0	984
16.9	81	1.9	472	13.6	0	983
16.7	83	2.4	416	13.7	0	841
16.3	82	1.3	480	13.2	0	588
16.1	80	1.9	605	12.6	0	468
16	79	1	716	12.3	0	295
15.7	81	1.4	694	12.4	0	155
15.6	81	1.2	628	12.3	0	111
15.7	79	1.2	628	12	0	86
15.3	82	1.4	508	12.2	0	125
14.9	81	0.4	580	11.6	0	359
15.1	80	1	623	11.6	0.01	918
15.7	75	1.1	804	11.2	0.11	1469
16.6	70	1.5	945	11	0.3	806
17.5	66	1.3	1059	11	0.55	579
18.5	61	1.6	1301	10.8	0.95	662
20.8	50	2	1240	9.9	1.82	818
21.9	48	2.5	1113	10.3	2.14	818
23	42	3.4	1315	9.3	2.1	920
23.7	43	2.8	1347	10.3	2.28	993
23	47	4.1	1417	11	2	1218
22	49	3.7	1582	10.7	1.28	1569
20.7	54	4.1	1484	11	0.5	2401
19.1	60	3.4	1592	11.1	0.1	1779
18.2	65	1.8	1563	11.5	0	1517
17.9	64	2.1	1652	10.9	0	1503
17.4	66	2.3	1565	10.9	0	1213
16.8	70	0.9	1426	11.2	0	803
16.8	69	0.8	1395	11	0	532
17.1	72	1.7	1353	12	0	430
17	73	1.6	1184	12.1	0	275
17	74	1.7	1294	12.3	0	156
16.9	74	1.2	1199	12.2	0	124
16.9	73	1.6	1275	12	0	163
16.8	74	1.2	1265	12.1	0	388
16.8	73	1	1366	11.9	0.01	1033
17.3	71	0.5	1481	11.9	0.17	1677
18.3	67	2.4	1375	12	0.55	867
18.9	66	2	1298	12.4	0.85	664
19	67	1.9	1062	12.7	0.52	696
19.6	63	2.9	1034	12.3	0.68	913
20.1	61	2.6	1117	12.3	1.01	870
21	53	3.2	1306	11	1.12	931
19.9	58	2.5	1348	11.3	0.51	961
19.7	58	3.7	1302	11.1	0.78	1173
19.7	57	2.6	1302	10.9	0.54	1436
18.9	68	3.3	1326	12.8	0.12	2134
18	74	3.1	1258	13.2	0.02	1415
17.3	80	2.4	927	13.8	0	1470
17	83	3.2	744	14	0	1223
16	85	2	409	13.4	0	1030
15	94	1.6	163	14	0	454
15	96	2.1	141	14.3	0	355
14.8	96	1.7	209	14.1	0	113
14.5	97	2.2	179	14	0	15
14.3	97	1.2	228	13.8	0	22
14.1	97	1.7	306	13.6	0	14
11.9	97	3.4	305	11.4	0	19
11.7	95	0.7	2000	10.9	0	172
10.3	90	1.2	2000	8.7	0.01	665
10.3	86	2.5	2000	8	0.15	1284
10.4	81	1.4	2000	7.2	0.36	378
10.7	81	1.4	2000	7.5	0.57	505
12.8	65	2	2000	6.3	1.76	744
15.3	54	2.1	1989	6	2.83	928
16.7	47	1.4	2000	5.3	3.24	951
17.9	42	1.3	1981	4.7	3.04	1096
17.9	44	2.2	2000	5.4	2.79	1209
17.9	42	1.1	2000	4.7	2.25	1413
17.2	46	2.2	2000	5.4	1.6	1745
16	47	2.1	2000	4.6	0.79	2402
14.3	53	2.1	2000	4.8	0.17	1626
12.8	56	2	2000	4.2	0	1374
11.8	57	1.9	2000	3.5	0	1256
10.9	58	1.5	2000	2.9	0	1041
10.2	58	2.4	2000	2.2	0	668
9.5	61	1.7	2000	2.3	0	436
9	62	1.9	2000	2	0	373
9	63	2.1	2000	2.3	0	220
8.9	64	2.2	2000	2.4	0	150
8.8	65	2.5	2000	2.5	0	87
8.3	81	2	1060	5.2	0	18
7.5	94	2.4	511	6.5	0	21
7.1	94	2.2	572	6.1	0	38
6.7	94	2.7	1127	5.7	0.05	207
6.8	89	2.9	2000	5.1	0.07	129
7.1	87	2.9	2000	5	0.15	95
7.1	93	2.6	697	6	0.19	47
7.3	95	2.2	676	6.5	0.3	70
7.7	95	1.9	442	6.9	0.4	84
8	95	1.5	514	7.2	0.35	46
8.1	96	1.9	410	7.4	0.26	37
8.1	96	1.5	281	7.4	0.21	31
8	96	1.4	298	7.3	0.13	46
7.6	96	2	660	6.9	0.04	75
7.6	96	1.5	1309	6.9	0	75
7.3	96	1.9	2000	6.6	0	56
7.3	96	1.5	749	6.6	0	99
7.2	96	1	700	6.5	0	77
7.1	96	1.3	1497	6.5	0	79
7.2	95	0.9	861	6.4	0	56
7.2	95	0.2	683	6.4	0	50
7.3	96	1	337	6.6	0	27
7.2	96	0.8	349	6.5	0	18
6.8	97	2.2	453	6.3	0	9
6.3	97	1.7	787	5.8	0	54
6.1	96	2.1	798	5.5	0	178
5.7	95	3.4	1136	4.9	0.02	591
5.9	90	2.8	1820	4.3	0.32	1235
6.9	83	2.2	1666	4.2	0.83	719
8	73	2.8	1641	3.4	1.44	529
8.3	69	4.1	1217	2.9	1.81	598
6.7	71	4.6	543	1.8	1.05	756
7.9	58	4.3	488	0.1	1.88	683
7.4	56	3.5	461	-0.8	1.04	572
6.8	50	4.1	660	-2.9	0.56	545
6.6	50	4	645	-3.1	0.81	585
6.3	50	4.4	707	-3.3	0.64	776
5.9	43	5.3	859	-5.7	0.62	1114
4.8	48	3.8	1126	-5.3	0.17	659
4.3	59	4.6	991	-3	0	508
4	67	3	794	-1.5	0	447
3.9	68	3	737	-1.4	0	499
3.8	75	4.1	604	-0.2	0	312
3	67	3.3	945	-2.5	0	282
2.6	67	2.7	1053	-2.9	0	225
1.8	81	2.9	325	-1.1	0	123
1.5	82	3.5	372	-1.2	0	122
1.6	70	3.6	1392	-3.2	0	80
1.6	62	4.9	1372	-4.9	0	57
1.7	58	3.8	1189	-5.6	0	108
1.9	51	4.9	1297	-7.1	0.07	206
2.4	44	4.3	1375	-8.6	0.41	399
3.4	37	3.6	1668	-9.9	1.07	426
4.3	31	4.9	1661	-11.3	1.77	453
4.7	26	4.8	1927	-13.2	1.55	553
6	23	4.2	1990	-13.6	2	697
7.4	22	4.5	1964	-12.9	2.98	852
8.1	24	4.7	1914	-11.3	2.99	919
7.6	36	5	1928	-6.5	1.39	925
7.9	34	4.7	1979	-7	1.09	897
7.6	36	5.3	2000	-6.5	1.8	908
6.4	43	3.7	2000	-5.2	0.92	714
4.9	47	3.5	2000	-5.4	0.2	518
4.2	44	4.1	2000	-6.9	0	458
3.8	39	3.2	2000	-8.9	0	443
3.5	41	2.8	2000	-8.5	0	426
3.1	39	3.1	2000	-9.5	0	368
2.9	46	2.2	2000	-7.6	0	325
2.4	46	1.7	2000	-8	0	224
2.2	49	1.9	2000	-7.4	0	191
2	50	2	2000	-7.3	0	141
1.7	51	1.3	2000	-7.3	0	90
1.3	51	1.6	2000	-7.7	0	59
0.9	52	1.1	2000	-7.8	0	101
0.9	54	0.8	2000	-7.3	0.11	159
2.9	53	1.5	1892	-5.7	0.68	332
5.1	46	2.7	1888	-5.5	1.34	405
6.3	39	2.8	2000	-6.6	1.55	494
6.4	29	2.7	2000	-10.3	0.9	586
6.9	30	1.8	1994	-9.5	0.85	709
7.4	27	1.8	2000	-10.4	0.86	847
7.9	27	1	1985	-9.9	0.75	777
7.3	38	0.8	2000	-6.1	0.38	343
6.1	65	1.5	1465	0	0.21	137
4.3	80	2.6	1357	1.1	0.23	58
3	89	1.5	283	1.3	0.07	22
2.5	94	1.8	349	1.6	0	44
2.7	90	1.5	639	1.2	0	93
2.8	88	2.1	592	1	0	170
2.7	88	2	621	0.9	0	177
2.9	85	0.9	829	0.6	0	182
3.2	84	0.6	785	0.7	0	197
2.8	87	0.8	462	0.8	0	140
2.2	88	0.5	508	0.4	0	97
1.6	94	0.3	426	0.7	0	52
1.1	95	0.5	345	0.3	0	43
0.7	96	1	206	0.1	0	91
0.1	97	0.6	77	-0.3	0	239
0.6	97	1.3	66	0.1	0.05	651
1	97	0.9	148	0.5	0.22	1163
2.6	96	1.1	316	2	0.87	682
5.2	73	1	668	0.7	2.08	506
7.5	54	0.9	1013	-1.2	2.49	644
10.4	44	1.7	1235	-1.3	2.93	799
12.4	32	1.7	1441	-3.8	3.06	869
13.9	26	2.5	1537	-5.3	2.99	921
14.2	24	1.8	1743	-6.1	2.6	1038
15.3	24	1.5	1534	-5.1	2	1185
15.3	26	0.9	1257	-4.1	1.39	1479
14.8	24	1.3	1514	-5.6	0.69	2401
13.4	33	1.2	1356	-2.5	0.15	1599
11.7	34	0.9	1393	-3.6	0	1362
10.3	38	0.5	1433	-3.4	0	1232
9.6	41	0.5	1428	-3	0	1069
9.6	43	1.2	1333	-2.3	0	623
9	46	1.2	1259	-2	0	485
9	44	1	1314	-2.6	0	376
8.8	43	1	1490	-3.1	0	250
8.1	48	0.8	1455	-2.2	0	149
7.5	48	1	1458	-2.8	0	102
7.1	53	0.8	1392	-1.8	0	123
6.9	51	0.9	1546	-2.5	0	370
7.2	50	1.1	1454	-2.5	0.1	981
9.6	38	1.4	1527	-4	0.58	1702
11.9	35	1.1	1664	-3.1	0.95	982
15.2	31	1.6	1757	-1.8	1.84	703
18.5	27	1.3	1610	-0.8	2.59	839
20.5	37	4.6	1761	5.2	2.94	1023
21.9	34	5.1	1861	5.3	2.77	967
21.2	35	7.4	1992	5.1	1.8	913
21.4	33	4.8	1998	4.4	1.63	933
20.9	34	5.8	2000	4.4	1.37	1080
20.6	39	5.6	2000	6.1	0.74	1004
19.7	52	7.2	2000	9.5	0.2	1805
19.2	55	5.8	2000	9.9	0.01	1153
19.1	58	6.1	2000	10.6	0	336
17.5	70	7.3	1634	11.9	0	133
15.8	83	5.4	691	12.9	0	75
15.1	83	4.1	1147	12.2	0	212
9.5	40	2.4	1987	-3.4	0	504
8.9	40	2.1	2000	-3.9	0	374
8.1	45	1	2000	-3.1	0	269
7.8	49	1.4	1972	-2.2	0	182
7.5	53	1	1701	-1.4	0	98
7.1	57	0.8	1746	-0.8	0	144
7.1	55	1.8	1780	-1.3	0	375
7.6	54	1.7	1690	-1.1	0.13	1054
8.9	48	1.1	1444	-1.5	0.69	1789
11.5	43	1.7	1818	-0.6	1.43	952
13.8	39	2.3	1659	0	2.09	686
16.2	30	2.4	1700	-1.4	2.68	829
17.5	20	4.6	2000	-5.7	3.07	969
18.1	18	5.1	1939	-6.6	3.2	1029
18.8	27	4.9	1888	-0.6	3.13	990
19.4	24	3.9	2000	-1.7	2.86	1074
18.8	23	4.2	1956	-2.7	2.39	1273
18.6	22	3.7	1978	-3.5	1.72	1664
17.9	16	3.7	2000	-8.3	0.92	2359
15.9	14	2.8	2000	-11.6	0.25	1641
14.2	15	2.6	2000	-12.1	0	1319
13.4	15	2.7	2000	-12.7	0	1241
13.5	15	2.2	2000	-12.6	0	1142
12.6	16	1.7	2000	-12.6	0	772
11.4	22	1.5	2000	-9.6	0	525
10	23	0.7	2000	-10.2	0	432
9.7	23	1.4	2000	-10.4	0	257
9.9	27	1.3	2000	-8.2	0	167
9.7	29	1.8	2000	-7.5	0	112
9.1	34	0.9	2000	-5.9	0	156
8.3	35	0.3	2000	-6.2	0	368
8.8	33	1.2	2000	-6.6	0.11	999
10.6	27	1.1	2000	-7.6	0.39	1721
13.2	22	1.1	2000	-8	0.93	982
15.7	18	1.6	1980	-8.6	1.66	741
16.9	15	1.7	1994	-9.9	1.8	867
18.2	15	1.6	2000	-8.9	2.27	1095
19	15	1.4	2000	-8.2	2.02	973
18.7	14	1.6	2000	-9.3	1.25	1063
18.6	15	0.9	1991	-8.5	0.81	1108
18.3	16	1	2000	-7.9	0.7	1270
18.1	16	1.4	2000	-8.1	0.45	1662
17.5	18	1.3	2000	-7.1	0.23	2404
16.9	19	0.5	2000	-6.9	0.06	1641
16.2	22	0.9	2000	-5.5	0	1359
16.4	24	2.9	1983	-4.2	0	1311
16.3	25	2	2000	-3.7	0	1178
15.5	27	3.5	2000	-3.4	0	849
14.8	27	2.1	2000	-4	0	664
14.1	25	1.8	2000	-5.6	0	513
13.5	27	1.6	2000	-5.1	0	253
12.1	41	1	2000	-0.7	0	62
10.3	72	1	2000	5.4	0	39
9.5	76	0.8	1962	5.4	0	20
8.7	80	1.1	1518	5.4	0	12
8.2	88	0.7	607	6.3	0.01	18
7.7	88	1.4	516	5.8	0.08	17
7.5	94	1.5	506	6.5	0.15	17
7.7	94	1	685	6.7	0.28	43
8.1	94	1.2	802	7.1	0.39	52
8.6	94	1.1	389	7.6	0.49	75
8.8	93	1.7	597	7.7	0.38	70
8.9	94	1.3	1129	7.9	0.29	122
8.6	88	3.2	1211	6.7	0.17	203
8.9	87	1.8	2000	6.8	0.32	445
9.3	81	2.4	2000	6.1	0.52	675
9.6	79	1.8	2000	6.1	0.39	706
9.5	76	2.3	2000	5.4	0.02	612
9.4	76	2.6	1376	5.3	0	640
9.1	76	3.5	1113	5	0	633
8.8	77	3.2	1258	4.9	0	586
8.4	77	3.8	1662	4.5	0	503
7.8	78	1.8	1741	4.1	0	475
7.1	78	3.6	1662	3.5	0	349
6.7	80	2.8	1342	3.4	0	254
6.4	83	2.3	1158	3.7	0	183
6	84	1.7	951	3.4	0	110
5.8	85	1.3	829	3.4	0	65
5.6	85	1.2	769	3.2	0	102
5.8	83	1.1	733	3.1	0.15	223
7	78	0.9	656	3.4	0.56	401
8.6	66	1.7	881	2.5	1.16	513
10.3	62	2.1	914	3.3	1.76	582
11.8	57	2.6	1041	3.5	2.18	797
12.5	53	3.4	1324	3.1	2.52	1105
13.5	46	3.4	1325	2	2.71	1229
13.7	50	3.7	1218	3.4	2.3	1083
13.1	54	4.1	1264	3.9	1.98	62
12	61	3.6	1374	4.6	0.57	124
11.8	60	2.9	1457	4.2	0.6	42
11.9	58	2.2	1645	3.8	0.61	343
11	62	2.1	1661	3.9	0.19	317
10.3	62	2	1749	3.3	0	297
9.6	66	1.7	1850	3.5	0	464
9	65	1.7	1953	2.7	0	620
8.6	69	2.2	1730	3.2	0	467
8.3	59	2.1	1912	0.7	0	401
7.6	62	1.2	1885	0.7	0	226
7.1	64	0.9	1756	0.7	0	126
6.4	67	1.4	1668	0.7	0	107
5.9	68	0.7	1590	0.4	0	75
5.3	73	0.8	1474	0.8	0	132
5	70	0.7	1739	0	0	405
5	67	1	1774	-0.6	0.18	1049
6.9	54	0.7	1706	-1.7	0.85	1713
10.1	42	0.8	1911	-2.2	1.57	922
12.4	34	1.2	1943	-3	2.24	700
14.1	32	1.3	2000	-2.3	2.67	855
15.5	33	2.5	1893	-0.7	3.1	1052
16.6	30	2.3	1876	-1	3.21	973
18	28	1.6	1820	-0.8	3.11	1016
18.4	25	2	1809	-2	2.8	1145
18.5	24	3	1773	-2.4	2.27	1452
18.7	21	2.5	1871	-4.1	1.65	1753
17	28	3.1	2000	-1.6	0.88	2692
13.8	32	3.4	1992	-2.6	0.26	1719
12.1	35	2.4	1954	-2.9	0	1498
11.1	39	1.5	1734	-2.3	0	1355
10.8	33	0.9	2000	-4.8	0	1099
9.7	33	0.4	2000	-5.8	0	733
9.6	31	0.8	2000	-6.7	0	503
9	36	1	1994	-5.3	0	421
8.4	45	0.9	1987	-2.8	0	237
7.8	49	1	1975	-2.2	0	164
7.6	52	0.4	1935	-1.6	0	110
7.4	56	0.6	1746	-0.8	0	143
6.9	57	0.5	1775	-1	0	406
6.9	57	1.1	1633	-1	0.18	1100
8.7	49	0.8	1520	-1.4	0.68	1920
12	39	0.6	1386	-1.5	1.44	1013
14.7	31	1.1	1240	-2.2	2.04	731
16.9	27	1.5	1354	-2.2	2.66	822
18	26	2.2	1459	-1.8	3.03	1112
19.1	26	2.5	1134	-0.8	3.16	1007
